яблоко,18,15,2024-06-10
конфета,16,22,2024-06-02
груша,12,11,2024-06-01
конфета,20,22,2024-06-03
яблоко,16,15,2024-06-12
яблоко,3,15,2024-06-19
печенье,6,23,2024-06-20
конфета,6,22,2024-06-13
яблоко,15,15,2024-06-20
конфета,2,22,2024-06-11
слива,7,15,2024-06-12
груша,10,11,2024-06-20
печенье,19,23,2024-06-29
слива,4,15,2024-06-14
печенье,19,23,2024-06-06
конфета,7,22,2024-06-28
груша,16,11,2024-06-16
конфета,19,22,2024-06-11
печенье,3,23,2024-06-14
яблоко,9,15,2024-06-09
печенье,3,23,2024-06-05
яблоко,6,15,2024-06-21
яблоко,3,15,2024-06-03
конфета,3,22,2024-06-23
яблоко,4,15,2024-06-15
слива,2,15,2024-06-22
яблоко,8,15,2024-06-06
конфета,5,22,2024-06-14
печенье,1,23,2024-06-12
яблоко,1,15,2024-06-07
груша,7,11,2024-06-16
печенье,2,23,2024-06-10
слива,19,15,2024-06-05
печенье,10,23,2024-06-24
печенье,15,23,2024-06-23
слива,1,15,2024-06-03
конфета,9,22,2024-06-09
слива,15,15,2024-06-05
слива,6,15,2024-06-29
печенье,4,23,2024-06-11
конфета,4,22,2024-06-21
яблоко,9,15,2024-06-12
конфета,14,22,2024-06-23
груша,10,11,2024-06-23
конфета,16,22,2024-06-22
слива,4,15,2024-06-25
конфета,12,22,2024-06-04
печенье,11,23,2024-06-24
яблоко,13,15,2024-06-21
слива,11,15,2024-06-23
печенье,16,23,2024-06-11
конфета,15,22,2024-06-21
конфета,5,22,2024-06-26
яблоко,17,15,2024-06-08
яблоко,17,15,2024-06-22
конфета,9,22,2024-06-26
груша,8,11,2024-06-17
слива,16,15,2024-06-05
конфета,2,22,2024-06-09
яблоко,20,15,2024-06-02
конфета,20,22,2024-06-25
конфета,5,22,2024-06-22
слива,19,15,2024-06-28
печенье,16,23,2024-06-12
груша,12,11,2024-06-20
слива,1,15,2024-06-06
печенье,17,23,2024-06-29
груша,12,11,2024-06-20
печенье,16,23,2024-06-12
слива,9,15,2024-06-15
конфета,8,22,2024-06-26
груша,19,11,2024-06-03
груша,4,11,2024-06-06
яблоко,16,15,2024-06-15
груша,13,11,2024-06-17
яблоко,9,15,2024-06-10
груша,1,11,2024-06-23
яблоко,14,15,2024-06-17
груша,5,11,2024-06-05
печенье,3,23,2024-06-27
конфета,12,22,2024-06-05
слива,18,15,2024-06-18
груша,11,11,2024-06-21
слива,10,15,2024-06-16
яблоко,9,15,2024-06-29
груша,19,11,2024-06-21
груша,4,11,2024-06-06
яблоко,5,15,2024-06-17
печенье,6,23,2024-06-07
слива,15,15,2024-06-26
слива,19,15,2024-06-06
груша,1,11,2024-06-14
конфета,9,22,2024-06-19
конфета,9,22,2024-06-25
печенье,6,23,2024-06-14
груша,14,11,2024-06-01
слива,12,15,2024-06-28
груша,10,11,2024-06-18
груша,1,11,2024-06-17
груша,15,11,2024-06-16
слива,20,15,2024-06-25
печенье,3,23,2024-06-26
груша,2,11,2024-06-06
слива,12,15,2024-06-16
груша,1,11,2024-06-27
конфета,12,22,2024-06-26
печенье,17,23,2024-06-02
слива,3,15,2024-06-06
конфета,8,22,2024-06-15
груша,19,11,2024-06-06
яблоко,12,15,2024-06-20
яблоко,18,15,2024-06-08
печенье,5,23,2024-06-29
яблоко,10,15,2024-06-26
печенье,3,23,2024-06-23
конфета,7,22,2024-06-05
слива,15,15,2024-06-20
печенье,9,23,2024-06-23
печенье,9,23,2024-06-26
конфета,1,22,2024-06-22
конфета,8,22,2024-06-23
яблоко,12,15,2024-06-15
печенье,19,23,2024-06-07
печенье,7,23,2024-06-15
слива,11,15,2024-06-06
груша,20,11,2024-06-15
груша,11,11,2024-06-02
конфета,18,22,2024-06-03
печенье,1,23,2024-06-08
печенье,20,23,2024-06-26
слива,10,15,2024-06-16
конфета,20,22,2024-06-07
яблоко,14,15,2024-06-12
конфета,2,22,2024-06-25
печенье,2,23,2024-06-12
яблоко,20,15,2024-06-28
конфета,19,22,2024-06-23
груша,5,11,2024-06-06
печенье,20,23,2024-06-24
яблоко,13,15,2024-06-26
яблоко,2,15,2024-06-15
груша,4,11,2024-06-19
конфета,9,22,2024-06-11
конфета,9,22,2024-06-23
конфета,12,22,2024-06-02
груша,4,11,2024-06-19
груша,18,11,2024-06-05
